Frequency,MonetaryTotal,CustomerTenureDays,AvgDaysBetweenPurchases,TotalTransactions,Cluster
7,991.85,210,0.8045977011494253,262,1
3,310.48,4,0.2666666666666666,16,1
4,859.7100000000002,350,2.8688524590163933,123,1
11,21024.01,358,1.5458515283842795,230,1
6,916.13,350,3.3365384615384617,105,1
8,1342.68,321,1.2658730158730158,253,1
2,804.49,325,2.5193798449612403,130,1
2,343.2300000000001,219,219.0,2,1
3,341.28000000000003,317,3.3978494623655915,94,1
3,407.50000000000006,116,1.3529411764705883,86,1
6,1555.0500000000002,239,1.2606382978723405,189,1
29,6216.07,359,0.698,501,1
5,1236.2799999999995,336,0.7976190476190477,421,1
9,2275.58,351,3.9431818181818175,89,1
14,4954.84,354,0.4992867332382311,702,1
6,3084.17,325,0.6358267716535433,509,1
1,122.7,0,0.0,23,1
1,169.47,0,0.0,40,1
3,598.1999999999999,283,3.098901098901099,92,1
1,135.39999999999998,0,0.0,9,1
1,179.10000000000002,0,0.0,25,1
22,7629.380000000001,342,0.7282608695652174,461,1
7,4301.22,353,8.380952380952381,43,1
4,1785.15,358,18.73684210526316,20,1
3,971.5800000000002,356,4.6103896103896105,78,1
11,5818.700000000001,344,0.4251870324189526,803,1
6,70.02,207,11.38888888888889,19,1
8,3384.09,351,1.5263157894736843,229,1
19,13309.04,342,0.69375,481,1
8,6083.04,358,10.757575757575758,34,1
1,418.9200000000001,0,0.0,7,1
2,254.1,241,30.125,9,1
6,2307.45,350,3.411764705882353,103,1
11,5820.16,331,0.9969512195121952,329,1
15,3865.26,351,1.6350710900473933,212,1
5,1957.32,319,1.6510416666666667,193,1
12,2974.65,357,2.5323741007194243,140,1
18,5150.27,352,2.2679738562091503,154,1
3,543.0500000000001,245,49.0,6,1
3,630.84,124,4.428571428571429,29,1
2,2024.45,337,2.982300884955752,114,1
10,6612.18,344,0.451058201058201,757,1
14,3127.82,349,0.6311926605504588,546,1
11,3026.08,339,0.8190709046454768,410,1
6,3073.77,265,2.0625,129,1
5,1382.02,335,1.809782608695652,185,1
1,250.04,0,0.0,53,1
8,2952.34,309,1.764367816091954,175,1
19,3947.87,357,0.5989672977624785,582,1
3,711.79,183,2.316455696202532,80,1
1,145.0,0,0.0,6,1
20,6546.58,359,1.3460076045627376,264,1
9,1875.11,352,2.611940298507463,135,1
2,602.0900000000001,38,0.4086021505376344,94,1
4,372.5,171,2.4285714285714284,71,1
3,423.88999999999993,343,3.988372093023256,87,1
2,228.2,194,14.923076923076923,14,1
34,18573.68,359,0.4826147426981919,720,1
3,1197.42,350,6.363636363636363,56,1
5,1021.61,120,5.619047619047619,22,1
13,4221.369999999999,352,1.1683501683501682,298,1
12,7072.799999999998,328,4.2631578947368425,77,1
6,3906.27,222,3.3846153846153846,66,1
1,102.0,0,0.0,3,1
2,178.47,37,2.642857142857143,15,1
2,308.26,121,6.05,21,1
1,365.27,0,0.0,18,1
3,616.79,359,2.069364161849711,174,1
14,2538.7200000000003,337,2.171052631578948,153,1
5,438.46,325,11.535714285714286,29,1
15,3622.95,351,2.621212121212121,133,1
9,1867.6800000000003,329,1.608910891089109,203,1
4,765.1899999999999,276,5.188679245283019,54,1
2,275.64,168,11.2,16,1
12,7006.58,349,1.0917721518987342,317,1
4,1065.77,333,4.757142857142857,71,1
18,3482.7400000000007,357,1.736318407960199,202,1
2,1317.62,259,8.633333333333333,31,1
1,-31.65,0,0.0,3,0
2,262.62,86,3.071428571428572,29,1
18,6147.4,336,1.1275862068965516,291,1
4,522.38,357,3.670103092783505,98,1
11,5725.469999999999,334,1.246212121212121,265,1
11,2085.65,356,2.755905511811024,128,1
1,479.3500000000001,0,0.0,15,1
25,4913.320000000001,357,2.32,151,1
4,3545.69,309,1.855421686746988,167,1
45,50862.44,357,0.2117144600366076,1640,1
3,1266.97,328,4.954545454545454,67,1
18,5811.56,359,0.5793780687397708,612,1
6,1281.56,352,2.8225806451612905,125,1
7,1244.59,338,4.407894736842105,77,1
18,30300.82,356,1.74,201,1
7,3313.79,293,1.4077669902912622,207,1
2,460.5899999999999,186,1.9175257731958764,98,1
5,1421.4299999999998,253,2.9647058823529413,86,1
8,2786.05,348,7.361702127659575,48,1
5,680.8299999999999,349,11.161290322580646,32,1
3,253.05,37,3.363636363636364,12,1
14,5893.32,327,0.7385321100917431,437,1
10,3986.22,334,0.6,551,1
5,1515.73,355,4.214285714285714,85,1
4,847.6099999999999,335,5.859649122807017,58,1
14,4039.98,355,1.912087912087912,183,1
18,3741.98,351,1.4576271186440677,237,1
9,1784.12,354,2.845528455284553,124,1
2,658.64,324,12.96,26,1
3,617.93,349,9.942857142857145,36,1
4,1158.2,270,3.5866666666666664,76,1
9,2085.08,358,6.69811320754717,54,1
4,517.53,167,2.7666666666666666,61,1
8,2504.86,357,1.2697841726618706,279,1
11,3466.67,95,1.3055555555555556,73,1
3,1548.07,333,3.494736842105264,96,1
5,1705.2599999999998,357,3.480392156862745,103,1
2,121.0,203,33.833333333333336,7,1
1,422.7,0,0.0,9,1
22,9537.92,352,0.8676844783715013,394,1
16,3918.9,340,1.2775665399239544,264,1
5,2735.37,329,3.215686274509804,103,1
6,459.83,288,11.48,26,1
12,3550.7,358,2.240506329113924,159,1
3,310.03,350,43.75,9,1
3,1030.14,273,10.074074074074074,28,1
2,847.4100000000001,119,1.8307692307692307,66,1
9,688.0400000000001,299,7.7894736842105265,39,1
5,733.4399999999998,232,5.0,47,1
2,885.4699999999999,356,11.125,33,1
3,603.6900000000002,337,9.108108108108109,38,1
1,306.84000000000003,0,0.0,43,1
1,74.4,0,0.0,5,1
4,1227.43,323,3.744186046511628,87,1
1,-227.44,0,0.0,2,0
4,1887.2,253,2.135593220338983,119,1
3,3866.33,269,1.1452991452991452,235,1
7,984.12,298,2.8737864077669903,104,1
3,447.22,75,1.271186440677966,60,1
4,987.86,288,5.107142857142857,57,1
5,2062.7,323,3.879518072289157,84,1
7,5178.959999999999,342,1.1262458471760797,302,1
3,811.45,193,6.620689655172414,30,1
21,7803.769999999999,354,1.6350710900473933,212,1
27,10360.04,348,0.794392523364486,429,1
4,595.4,323,2.197278911564626,148,1
3,897.43,350,38.77777777777778,10,1
6,1242.34,327,4.577464788732394,72,1
19,3717.67,347,1.6865671641791045,202,1
2,-24.05,167,41.75,5,1
2,358.63,308,17.11111111111111,19,1
2,384.4,253,4.216666666666667,61,1
1,271.05,0,0.0,10,1
16,3038.67,341,1.9364161849710984,174,1
9,2140.07,294,2.1791044776119404,135,1
14,1860.86,357,3.1150442477876106,114,1
11,3989.57,358,2.1011904761904763,169,1
2,514.15,120,3.75,33,1
9,1427.4600000000005,328,8.125,41,1
16,6568.72,343,2.6904761904761907,127,1
3,855.0200000000001,88,2.3157894736842106,39,1
6,3295.76,305,2.218978102189781,138,1
17,4022.46,341,1.2796934865900382,262,1
11,5461.619999999999,341,2.808333333333333,121,1
29,13946.13,358,1.2296819787985869,284,1
5,757.44,307,1.8,171,1
8,1485.1300000000003,267,2.7216494845360826,98,1
7,1319.69,349,3.0086206896551726,117,1
12,7092.060000000001,203,8.521739130434783,24,1
19,6694.31,354,0.7649667405764967,452,1
9,1485.5400000000002,345,2.772357723577236,124,1
8,2191.84,329,1.6979166666666667,193,1
3,749.78,253,7.411764705882353,35,1
12,1535.7700000000002,354,2.2745098039215685,154,1
4,2183.5400000000004,348,4.142857142857143,85,1
6,1765.7599999999998,357,3.736842105263158,96,1
8,3631.89,189,0.9435897435897436,196,1
10,2319.6800000000003,350,2.8278688524590163,123,1
7,1419.73,349,2.4539007092198584,142,1
14,4911.140000000001,343,1.719387755102041,197,1
5,1869.5,354,2.6742424242424243,133,1
7,2291.08,354,2.588235294117647,137,1
12,2755.5599999999995,293,1.870967741935484,156,1
6,1524.4,308,2.970873786407767,104,1
1,351.3,0,0.0,25,1
3,816.5100000000001,337,5.894736842105263,58,1
43,5613.08,355,0.9882697947214076,342,1
3,215.72,105,2.363636363636364,45,1
2,-17.45,353,176.5,3,1
3,253.04,139,23.166666666666668,7,1
1,76.55,0,0.0,4,1
2,448.65,4,0.125,33,1
2,602.5100000000001,282,6.558139534883721,44,1
34,5807.6900000000005,354,1.6764705882352942,205,1
6,1423.29,355,2.661654135338346,134,1
27,6315.2300000000005,356,1.151006711409396,299,1
6,1517.08,332,1.263358778625954,263,1
4,417.06000000000006,254,9.37037037037037,28,1
31,65892.08,353,1.2285714285714286,281,1
9,2539.46,341,2.074074074074074,163,1
19,4345.5,336,1.3306451612903225,249,1
3,668.6099999999999,187,5.666666666666667,34,1
5,656.44,349,9.914285714285716,36,1
2,632.3999999999999,110,5.5,21,1
1,540.45,0,0.0,18,1
8,2595.0,185,1.3093525179856116,140,1
9,901.2,276,5.46,51,1
2,457.91,51,0.8360655737704918,62,1
4,1797.24,282,9.4,31,1
2,296.75,159,1.848837209302325,87,1
22,5613.43,346,0.8235294117647058,409,1
24,2174.1800000000003,350,4.56,76,1
20,33462.81,336,3.247524752475248,102,1
7,1624.0200000000002,298,3.172043010752688,94,1
1,168.0,0,0.0,10,1
6,2273.32,352,3.292452830188679,107,1
10,10641.6,354,0.3202195791399817,1094,1
3,475.28,174,6.178571428571429,29,1
12,3578.8,354,1.7715736040609138,198,1
43,6204.459999999999,356,0.6954732510288066,487,1
5,1651.03,354,16.761904761904763,22,1
7,2609.1,329,2.6422764227642275,124,1
1,316.58,0,0.0,9,1
10,525.78,338,4.175,81,1
7,877.43,306,5.865384615384615,53,1
1,158.16000000000005,0,0.0,4,1
5,4328.46,203,1.248447204968944,162,1
1,190.55,0,0.0,11,1
6,1035.8,329,10.548387096774194,32,1
4,3104.95,233,0.761437908496732,307,1
6,2949.57,348,1.4221311475409837,245,1
14,6814.24,341,0.9654178674351584,348,1
3,471.51,341,3.4,101,1
2,411.6,296,5.103448275862069,59,1
6,3743.18,348,2.0778443113772456,168,1
8,1936.84,251,0.8821428571428571,281,1
2,365.85,52,0.896551724137931,59,1
9,3043.48,307,0.5195911413969335,588,1
8,2507.56,347,1.9659090909090908,177,1
1,193.64,0,0.0,17,1
1,-50.1,0,0.0,4,0
5,1824.23,305,3.4545454545454546,89,1
2,1628.12,39,0.5131578947368421,77,1
77,279489.02,353,0.1569097888675623,2085,1
2,604.5099999999999,319,11.0,30,1
5,921.1,279,5.893617021276596,48,1
12,3092.97,338,1.330677290836653,252,1
8,1377.92,351,8.948717948717949,40,1
6,1098.48,351,18.36842105263158,20,1
9,1352.9100000000003,185,2.772727272727273,67,1
6,6912.0,240,9.52,26,1
4,1336.1,333,12.76923076923077,27,1
8,2041.85,349,5.507936507936508,64,1
10,2348.8200000000006,335,2.006060606060606,166,1
7,2692.85,346,3.185185185185185,109,1
1,216.76,0,0.0,58,1
11,4277.66,338,0.8395989974937343,400,1
9,1849.11,352,2.784,126,1
13,17588.26,311,1.8373493975903608,167,1
6,867.62,352,8.357142857142858,43,1
21,8600.730000000001,342,4.911764705882353,69,1
3,1164.55,349,21.8125,17,1
3,1247.5,322,35.666666666666664,10,1
1,1141.2399999999996,0,0.0,54,1
3,575.4000000000001,295,8.93939393939394,34,1
1,383.7000000000001,0,0.0,16,1
5,2129.96,226,1.0613207547169812,213,1
6,3911.56,349,1.6214953271028036,215,1
7,3515.6799999999994,345,18.05263157894737,20,1
9,1812.6200000000003,328,5.078125,65,1
1,110.4,0,0.0,4,1
14,5842.950000000001,322,1.865497076023392,172,1
2,379.9500000000001,39,2.6,16,1
4,932.85,115,1.809523809523809,64,1
6,1839.31,167,1.6666666666666667,100,1
4,913.68,301,37.625,9,1
1,172.24999999999997,0,0.0,7,1
2,382.98,322,14.0,24,1
4,1982.81,117,1.2083333333333333,97,1
2,1021.48,305,7.439024390243903,42,1
1,300.42,0,0.0,21,1
5,1555.32,317,4.103896103896104,78,1
9,2023.47,275,2.229508196721312,123,1
1,168.3,0,0.0,11,1
12,3979.04,335,1.3580246913580247,244,1
15,1965.9,275,1.1061224489795918,246,1
6,1539.1799999999998,266,6.947368421052632,39,1
5,2202.31,337,1.5627906976744186,216,1
13,2327.13,322,3.95,81,1
3,843.0499999999998,270,2.6372549019607843,103,1
5,1737.7,212,11.72222222222222,19,1
10,2686.34,330,2.202702702702702,149,1
10,3427.85,296,1.523316062176166,194,1
5,859.2700000000001,319,2.8392857142857144,113,1
2,1030.4,182,5.2,36,1
43,31300.08,338,1.4304932735426008,224,1
4,2753.36,317,2.655462184873949,120,1
6,1209.1,274,5.530612244897959,50,1
4,195.74,195,12.866666666666667,16,1
11,7792.360000000001,315,5.344827586206897,59,1
6,813.5199999999999,334,5.426229508196721,62,1
2,309.8,21,5.25,5,1
3,6748.8,320,106.66666666666669,4,1
1,119.3,0,0.0,6,1
7,1947.55,337,1.4152542372881356,237,1
5,2246.8100000000004,304,1.1929133858267718,255,1
4,1133.07,228,1.0704225352112675,214,1
16,5064.009999999999,329,1.5631067961165048,207,1
10,3595.48,212,2.810810810810811,75,1
1,1048.85,0,0.0,157,1
14,5192.1,299,1.1967213114754098,245,1
3,720.5200000000001,164,6.269230769230769,27,1
26,123725.45,313,0.3886743886743887,778,1
9,1349.52,314,2.440944881889764,128,1
10,12650.080000000002,328,2.90990990990991,112,1
14,5043.96,304,0.3191035218783351,938,1
2,623.4,80,2.857142857142857,29,1
9,2361.9700000000003,301,1.0033783783783785,297,1
5,1558.72,303,3.318681318681319,92,1
2,82.56,145,29.0,6,1
16,2094.88,333,0.433112582781457,756,1
2,779.57,21,0.5,43,1
3,1521.7600000000002,266,1.285024154589372,208,1
2,379.65,172,3.583333333333333,49,1
5,694.1500000000001,270,6.897435897435898,40,1
6,1611.59,290,3.3488372093023258,87,1
3,814.86,214,2.5357142857142856,85,1
10,3650.87,319,2.2661870503597124,140,1
6,1041.83,325,4.909090909090909,67,1
1,236.02,0,0.0,37,1
2,865.6,142,4.176470588235294,35,1
3,2139.76,140,8.6875,17,1
5,1623.6300000000003,277,4.104477611940299,68,1
3,922.12,240,7.741935483870968,32,1
3,1578.67,142,1.0522388059701493,135,1
4,314.86,171,9.5,19,1
5,1647.26,283,12.173913043478262,24,1
2,2089.68,21,0.1320754716981132,160,1
1,104.76,0,0.0,13,1
2,178.96,96,8.0,13,1
1,334.92999999999995,0,0.0,15,1
2,152.39999999999998,151,37.75,5,1
21,5083.060000000001,332,1.951515151515152,166,1
8,4495.27,303,0.8567335243553008,350,1
6,1793.1700000000003,327,3.662921348314607,90,1
7,1641.68,276,0.9351535836177476,294,1
2,605.1199999999999,261,6.214285714285714,43,1
1,135.9,0,0.0,10,1
4,3281.63,307,2.0065359477124183,154,1
2,765.55,101,1.6833333333333331,61,1
6,1990.28,227,1.7734375,129,1
5,1644.9899999999998,212,2.6049382716049383,82,1
9,3957.7800000000007,326,3.462365591397849,94,1
6,1088.1999999999998,312,4.092105263157895,77,1
8,11581.8,270,5.826086956521739,47,1
15,1568.39,325,7.272727272727272,45,1
10,747.22,329,2.4328358208955225,135,1
11,1325.82,293,1.2142857142857142,239,1
15,3085.96,328,1.0156739811912223,320,1
1,157.08999999999995,0,0.0,14,1
2,255.9,276,27.6,11,1
2,483.26,314,2.9904761904761905,106,1
1,114.0,0,0.0,9,1
7,2269.21,255,1.9921259842519683,128,1
4,1106.53,333,7.217391304347826,47,1
9,1199.01,296,2.8446601941747574,104,1
5,1515.9,316,4.632352941176471,69,1
12,4965.38,324,1.3516949152542372,237,1
10,4154.639999999999,324,0.3275510204081632,981,1
2,240.22,315,8.513513513513514,38,1
3,884.14,258,2.6597938144329896,98,1
1,73.5,0,0.0,5,1
6,2916.45,308,0.6884875846501128,444,1
9,1272.11,331,4.049382716049383,82,1
5,3852.5,311,1.1355311355311355,274,1
13,4206.27,310,4.78125,65,1
7,1208.5100000000002,274,4.963636363636364,56,1
4,1496.6799999999998,312,2.8796296296296298,109,1
8,4485.719999999999,324,2.244755244755245,144,1
51,7677.709999999999,329,0.3547646383467279,872,1
1,332.41,0,0.0,19,1
5,1530.7500000000002,322,2.6311475409836067,123,1
1,311.7099999999999,0,0.0,29,1
4,605.8000000000001,115,4.56,26,1
6,-71.45999999999998,32,2.066666666666667,16,2
5,1450.6,281,6.690476190476191,43,1
5,1524.0700000000004,289,4.88135593220339,60,1
6,2965.69,283,2.088888888888889,136,1
4,5305.83,307,1.843373493975904,167,1
12,2239.95,274,1.7919463087248322,150,1
1,234.00000000000003,0,0.0,4,1
3,417.54,272,12.904761904761903,22,1
3,343.11,126,3.048780487804878,42,1
4,1582.6,260,4.111111111111111,64,1
2,355.11,219,15.642857142857142,15,1
1,153.9,0,0.0,8,1
6,569.5600000000001,142,5.0,29,1
1,110.95,0,0.0,3,1
1,252.42,0,0.0,17,1
8,2360.55,291,3.074468085106383,95,1
6,3344.6399999999994,204,8.782608695652174,24,1
2,154.7,292,48.66666666666666,7,1
3,437.69999999999993,136,6.476190476190476,22,1
8,4801.56,320,0.6788008565310493,468,1
53,15802.14,331,1.324675324675325,232,1
3,1269.9900000000002,90,0.5325443786982249,170,1
2,580.05,20,1.0,21,1
13,1911.89,268,1.2054794520547945,220,1
4,21535.9,97,6.928571428571429,15,1
7,2067.13,321,3.655172413793104,88,1
5,1375.71,228,7.566666666666666,31,1
4,836.3299999999999,261,5.777777777777778,46,1
1,344.14,0,0.0,29,1
11,2462.7899999999995,322,10.6,31,1
4,1031.41,327,6.25,53,1
10,2187.3100000000004,314,2.198581560283688,142,1
8,1706.28,303,0.9345794392523364,322,1
6,858.41,291,6.170212765957447,48,1
1,492.65,0,0.0,29,1
2,61.75,6,2.0,4,1
13,1745.5699999999997,330,2.981651376146789,110,1
6,3794.52,314,1.196153846153846,261,1
12,1460.37,324,4.666666666666667,70,1
7,641.55,328,4.465753424657534,74,1
6,6245.529999999999,323,1.2687747035573125,254,1
16,6102.259999999999,241,3.1052631578947367,77,1
10,1598.2400000000002,312,0.8067885117493473,384,1
4,867.3800000000001,306,4.357142857142857,71,1
1,197.65,0,0.0,3,1
19,4896.66,329,1.605,201,1
15,3542.19,290,1.1833333333333331,241,1
2,914.53,9,0.18,51,1
3,1055.35,270,3.736111111111111,73,1
2,1034.5,6,1.0,7,1
4,574.84,291,5.686274509803922,52,1
6,864.32,215,4.553191489361702,48,1
12,4455.73,330,0.7893462469733656,414,1
2,196.15,8,0.6153846153846154,14,1
6,400.86,326,32.4,11,1
8,1042.07,322,4.96875,65,1
4,954.09,286,5.816326530612245,50,1
3,274.51,138,9.133333333333333,16,1
12,3409.6600000000003,298,2.3629032258064515,125,1
2,386.53,56,4.0,15,1
1,155.17,0,0.0,9,1
1,226.37,0,0.0,14,1
5,1931.42,258,1.1906976744186046,216,1
5,1486.9,270,1.2822966507177034,210,1
4,1610.46,306,1.525,201,1
7,1922.1,312,2.1901408450704225,143,1
11,2981.5,321,1.88622754491018,168,1
6,1329.66,257,4.180327868852459,62,1
10,5417.93,324,1.3155737704918034,245,1
1,225.9,0,0.0,10,1
1,534.5699999999999,0,0.0,35,1
2,675.8000000000001,254,5.291666666666667,49,1
14,3652.25,321,1.6153846153846154,196,1
3,325.05,11,0.4583333333333333,25,1
7,3108.0600000000004,278,1.6932515337423313,164,1
1,430.7,0,0.0,39,1
11,2571.02,324,0.623046875,513,1
14,4928.74,320,1.171641791044776,269,1
20,4061.24,326,1.619289340101523,198,1
4,537.0600000000001,272,4.354838709677419,63,1
6,912.0,315,2.736842105263158,115,1
5,929.9500000000002,239,7.9,31,1
3,330.03000000000003,277,10.653846153846152,27,1
10,2265.12,300,1.520408163265306,197,1
4,1119.4900000000002,314,4.602941176470588,69,1
5,1805.91,312,2.2794117647058822,137,1
7,2021.82,301,0.6348195329087049,472,1
5,1575.16,293,1.5614973262032086,188,1
17,10183.82,284,0.7380952380952381,379,1
3,859.35,268,4.377049180327869,62,1
6,1103.9199999999998,286,1.2025316455696202,238,1
4,2881.02,238,1.5389610389610389,155,1
13,6388.35,303,0.9738562091503268,307,1
8,765.86,269,3.7222222222222223,73,1
6,2780.6600000000003,311,3.121212121212121,100,1
8,2263.76,293,1.304932735426009,224,1
12,2644.46,293,1.6363636363636365,177,1
2,610.52,321,7.829268292682927,42,1
10,3610.31,282,1.4020100502512562,200,1
8,191.17,314,8.263157894736842,39,1
4,942.34,323,5.551724137931035,59,1
15,9797.92,322,0.9266862170087976,342,1
6,5976.790000000001,252,7.352941176470588,35,1
1,146.85,0,0.0,8,1
15,5288.83,323,1.447488584474886,220,1
3,802.85,157,17.333333333333332,10,1
5,838.27,308,2.4365079365079363,127,1
1,201.16,0,0.0,28,1
1,248.42,0,0.0,43,1
14,4819.329999999999,318,2.925233644859813,108,1
9,2538.75,325,2.090909090909091,155,1
2,920.1,285,19.0,16,1
2,280.55,91,6.066666666666666,16,1
3,2811.43,302,5.206896551724138,59,1
2,0.0,0,0.0,2,2
1,155.93,0,0.0,12,1
3,435.02,187,10.333333333333334,19,1
3,702.0,37,3.363636363636364,12,1
3,348.71000000000004,243,14.294117647058824,18,1
1,107.45000000000002,0,0.0,7,1
2,982.57,182,5.6875,33,1
2,-32.0,0,0.0,4,0
35,7454.07,323,0.1825775656324582,1677,1
7,1230.14,317,2.136054421768708,148,1
6,8933.52,313,0.8757062146892656,355,1
3,803.5599999999998,229,6.0,39,1
2,267.08000000000004,137,4.029411764705882,35,1
11,2422.64,267,2.911111111111111,91,1
4,747.7600000000001,265,3.882352941176471,69,1
6,1083.63,315,4.131578947368421,77,1
5,1264.84,253,3.217948717948718,79,1
8,5050.77,321,0.5638297872340425,565,1
10,2803.6900000000005,320,1.1654411764705883,273,1
3,291.99999999999994,307,18.0,18,1
2,289.99,297,21.214285714285715,15,1
5,404.58,211,12.294117647058824,18,1
10,5953.25,256,0.6437659033078881,394,1
2,463.46,281,9.689655172413794,30,1
3,386.15,43,1.075,41,1
7,230.7,251,16.666666666666668,16,1
1,178.95000000000002,0,0.0,10,1
1,330.9,0,0.0,11,1
7,496.8400000000001,321,3.21,101,1
1,225.6,0,0.0,11,1
2,245.81000000000003,266,5.018867924528302,54,1
2,97.7,0,0.0,6,1
2,876.42,90,1.7647058823529411,52,1
14,2528.67,300,2.8365384615384617,105,1
1,135.75,0,0.0,11,1
24,11020.26,314,0.6099009900990099,506,1
11,3320.2200000000003,285,2.3813559322033897,119,1
10,2745.28,116,0.8273381294964028,140,1
1,94.36,0,0.0,4,1
10,4863.88,314,8.378378378378379,38,1
6,2630.6400000000003,291,3.020833333333333,97,1
2,1065.35,95,1.3970588235294117,69,1
14,50415.490000000005,312,0.5195246179966044,590,1
2,270.19999999999993,4,0.2857142857142857,15,1
5,582.0500000000001,185,2.6911764705882355,69,1
4,452.24000000000007,315,2.1,151,1
2,203.87,109,5.45,21,1
17,2768.98,320,1.8571428571428568,169,1
1,153.0,0,0.0,10,1
5,2982.3499999999995,181,1.6666666666666667,109,1
12,3960.63,308,0.971153846153846,313,1
3,483.25,139,3.5641025641025643,40,1
5,981.51,297,1.783132530120482,167,1
3,1550.85,123,1.1495327102803738,108,1
1,163.00000000000003,0,0.0,41,1
8,3212.16,318,0.8203125,385,1
4,1050.12,209,1.7777777777777777,118,1
14,3102.42,303,0.9254658385093169,323,1
7,1622.2199999999998,318,1.39647577092511,228,1
9,3947.7000000000007,309,2.185714285714285,141,1
1,265.85,0,0.0,24,1
2,344.0,309,309.0,2,1
1,155.0,0,0.0,8,1
3,1259.6999999999998,302,20.133333333333333,16,1
3,536.2099999999999,8,0.3809523809523809,22,1
3,1140.35,18,0.4857142857142857,36,1
3,190.31000000000003,255,23.181818181818183,12,1
1,200.1,0,0.0,6,1
9,2059.2,316,1.40990990990991,223,1
1,2661.24,0,0.0,32,1
6,1612.79,309,3.825,81,1
1,206.98,0,0.0,17,1
4,761.8299999999998,256,6.684210526315789,39,1
5,810.45,303,18.875,17,1
6,830.9599999999999,198,4.9,41,1
3,2614.32,107,1.1777777777777778,91,1
4,1325.29,297,6.434782608695652,47,1
8,2156.45,317,2.4263565891472867,130,1
4,702.79,267,3.2048192771084336,84,1
8,1461.6500000000003,260,2.3363636363636364,111,1
1,91.8,0,0.0,4,1
5,806.2700000000001,303,6.688888888888889,46,1
4,2207.4,206,29.285714285714285,8,1
1,215.78,0,0.0,30,1
1,483.86,0,0.0,67,1
1,585.0,0,0.0,5,1
2,399.99,6,0.2608695652173913,24,1
5,2867.2,246,1.6554054054054057,149,1
4,1201.06,224,2.858974358974359,79,1
6,3087.2700000000004,267,2.5,107,1
11,5756.89,308,1.8484848484848484,166,1
7,970.25,294,7.487179487179487,40,1
25,4075.35,316,0.5529622980251346,558,1
2,418.83,295,3.55421686746988,84,1
1,106.83,0,0.0,7,1
5,1289.1500000000003,240,2.087719298245614,115,1
5,4014.91,296,1.6761363636363635,177,1
9,2116.19,248,8.482758620689655,30,1
2,97.63,260,32.5,9,1
5,999.72,309,5.049180327868853,62,1
3,557.5699999999999,251,2.885057471264368,88,1
10,9120.39,266,1.1578947368421053,229,1
1,846.72,0,0.0,137,1
9,2166.38,273,2.10077519379845,130,1
5,1310.14,281,2.121212121212121,133,1
3,816.7299999999999,106,3.3125,33,1
4,639.02,286,3.3255813953488373,87,1
2,2003.85,285,3.5625,81,1
1,302.58,0,0.0,8,1
3,1126.85,240,4.067796610169491,60,1
1,120.95,0,0.0,7,1
46,14305.66,314,0.8076923076923077,365,1
2,656.6800000000002,253,19.46153846153846,14,1
2,652.8,167,55.66666666666666,4,1
3,572.4509999999999,243,9.346153846153848,27,1
6,5639.15,301,0.5932539682539683,505,1
4,773.99,280,7.342105263157895,39,1
5,1801.14,210,5.225,41,1
2,271.24,105,5.833333333333333,19,1
1,157.02,0,0.0,10,1
3,406.08,74,36.5,3,1
5,1447.5100000000002,273,7.771428571428571,36,1
5,813.7700000000001,299,3.772151898734177,80,1
4,911.53,98,1.053763440860215,94,1
41,28658.88,316,0.4933774834437086,605,1
7,848.59,238,1.5324675324675323,155,1
1,452.85,0,0.0,26,1
2,278.74,231,3.2535211267605635,72,1
2,187.15,1,0.0666666666666666,16,1
5,2028.88,281,1.207792207792208,232,1
2,282.6,165,15.0,12,1
5,1219.4,280,4.894736842105263,58,1
7,1197.94,294,4.424242424242424,67,1
6,615.9899999999999,272,6.428571428571429,43,1
7,1043.34,267,2.062015503875969,130,1
3,705.12,250,6.552631578947368,39,1
5,1544.62,315,4.6716417910447765,68,1
4,1562.22,308,3.1979166666666665,97,1
1,1693.88,0,0.0,45,1
2,1384.85,238,4.407407407407407,55,1
8,1232.18,315,1.1766917293233083,267,1
7,1161.2700000000002,312,5.166666666666667,61,1
4,1592.06,248,7.484848484848484,34,1
12,2486.2200000000003,305,0.8653295128939829,350,1
5,1755.38,282,3.849315068493152,74,1
3,724.04,173,4.410256410256411,40,1
11,5580.599999999999,285,1.2850678733031675,222,1
9,1289.94,276,4.963636363636364,56,1
3,570.4,307,12.24,26,1
13,2323.5000000000005,272,2.3304347826086955,116,1
5,1141.34,286,1.4540816326530612,197,1
1,1308.48,0,0.0,17,1
4,1655.7599999999998,239,2.0695652173913044,116,1
8,1769.7800000000002,293,12.695652173913045,24,1
4,771.1700000000001,287,1.7125748502994012,168,1
6,780.38,259,1.984615384615385,131,1
2,1489.5,40,1.6666666666666667,25,1
1,218.45,0,0.0,11,1
3,1140.93,223,4.288461538461538,53,1
16,3539.53,249,2.0416666666666665,121,1
9,1881.7,208,2.4578313253012047,84,1
7,1280.85,272,11.25,25,1
5,1484.63,201,1.1428571428571428,176,1
5,590.3399999999999,186,6.379310344827586,30,1
28,9295.67,313,1.0134680134680134,298,1
12,2456.53,306,1.1744186046511629,259,1
6,2385.8,230,1.6962962962962962,136,1
9,1330.4500000000005,289,1.92,151,1
2,806.41,48,1.0212765957446808,48,1
17,6249.11,311,0.8869565217391304,346,1
2,523.11,300,9.375,33,1
