Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,MonetaryMin,MonetaryMax,TotalQuantity,AvgQuantityPerTransaction,MinQuantity,MaxQuantity,CustomerTenureDays,AvgDaysBetweenPurchases,UniqueProducts,UniqueCountries,ZeroPriceCount,CancelledTransactions,TotalTransactions,AvgLinesPerInvoice,Age,SupportTicketsCount,PreferredTimeOfDay,RegAnciennete,IP_privee,AvgBasketValue,CancelRatio,Region_Afrique,Region_Amérique du Nord,Region_Amérique du Sud,Region_Asie,Region_Autre,Region_Europe centrale,Region_Europe continentale,Region_Europe de l'Est,Region_Europe du Nord,Region_Europe du Sud,Region_Moyen-Orient,Region_Océanie,Region_UK,WeekendPreference_Inconnu,WeekendPreference_Semaine,WeekendPreference_Weekend,ProductDiversity_Explorateur,ProductDiversity_Modéré,ProductDiversity_Spécialisé,Gender_F,Gender_M,Gender_Unknown,Churn,Cluster
1,454.24,19.749565217391304,12.885425338963708,10.2,70.80000000000001,277,12.043478260869565,2,36,0,0.0,23,1,0,0,23,23.0,66.0,1.0,2,869,0,227.12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
4,689.0999999999999,24.610714285714284,9.331464070183292,10.2,40.56,376,13.428571428571429,2,48,19,0.6666666666666666,25,1,0,0,28,7.0,64.0,1.0,2,464,0,137.82,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
9,2166.38,16.664461538461538,8.748896192750976,-15.9,85.92,1401,10.776923076923078,-2,48,273,2.10077519379845,109,1,0,1,130,14.444444444444445,20.0,0.0,3,677,0,216.638,0.0076335877862595,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,2
4,697.9000000000001,8.510975609756098,7.475040874367969,0.85,39.6,178,2.1707317073170733,1,10,329,4.049382716049383,63,1,0,0,82,20.5,66.0,2.0,2,779,0,139.58,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,2
29,5713.28,15.914428969359331,11.47877692591474,-29.75,108.0,4654,12.963788300835654,-7,144,366,0.9972067039106144,211,1,0,5,359,12.379310344827584,34.0,0.0,3,871,0,190.44266666666667,0.0138888888888888,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2
10,3478.85,20.70744047619048,12.447314550431903,-13.5,95.7,1686,10.035714285714286,-2,48,364,2.161676646706587,125,1,0,3,168,16.8,49.0,3.0,1,888,0,316.2590909090909,0.0177514792899408,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2
5,1175.88,23.5176,32.953179807547734,-8.5,211.2,1401,28.02,-3,384,90,1.816326530612245,44,1,0,6,50,10.0,50.0,1.0,3,733,0,195.98,0.1176470588235294,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
20,7276.9,44.37134146341463,40.77111211955727,8.5,272.0,2488,15.170731707317072,2,100,361,2.147239263803681,66,1,0,0,164,8.2,19.0,0.0,1,894,0,346.5190476190476,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,2
1,1693.88,37.64177777777778,29.11784007106366,10.2,153.0,386,8.577777777777778,2,24,0,0.0,45,1,0,0,45,45.0,72.0,1.0,1,724,0,846.94,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
1,415.8200000000001,51.977500000000006,35.836692190307645,17.0,94.64,290,36.25,6,72,0,0.0,8,1,0,0,8,8.0,49.0,3.0,3,449,0,207.91000000000005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
4,574.84,11.054615384615383,6.983820085485116,1.06,25.5,150,2.8846153846153846,1,10,291,5.686274509803922,27,1,0,0,52,13.0,68.0,3.0,3,770,0,114.968,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,2
2,215.48,19.589090909090903,13.731234798477123,8.7,60.0,134,12.181818181818182,1,48,69,6.9,9,1,0,0,11,5.5,79.0,3.0,3,531,0,71.82666666666667,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
3,996.26,13.108684210526317,9.17512933127452,0.39,35.400000000000006,421,5.539473684210527,1,24,299,3.973333333333333,64,1,0,0,76,25.33333333333333,54.0,2.0,2,748,0,249.065,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,2
5,1362.2699999999998,38.92199999999999,34.25649837879625,-19.8,175.2,1230,35.142857142857146,-12,576,229,6.705882352941177,33,1,0,1,35,7.0,24.0,3.0,3,773,0,227.045,0.0277777777777777,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,2
5,1026.42,6.752763157894737,6.583337807317514,0.65,49.01,491,3.2302631578947367,1,36,266,1.7483443708609272,123,1,0,0,152,30.4,49.0,1.0,3,881,0,171.07000000000002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,2
4,772.84,17.973023255813953,9.5494005134413,-16.95,49.8,608,14.13953488372093,-1,48,23,0.5238095238095238,40,1,0,1,43,10.75,61.0,5.0,1,496,0,154.568,0.0227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
8,4485.719999999999,31.150833333333328,33.07600885140862,2.88,152.64,3699,25.6875,1,432,324,2.244755244755245,113,1,0,0,144,18.0,49.0,2.0,2,433,0,498.4133333333333,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2
7,4912.409999999999,104.51936170212764,100.2015244265765,-124.95,356.40000000000003,2307,49.08510638297872,-36,256,350,7.543478260869565,24,1,0,2,47,6.714285714285714,25.0,2.0,1,972,0,614.0512499999999,0.0416666666666666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2
1,102.12,12.765,4.18229943588794,6.959999999999999,16.5,97,12.125,5,24,0,0.0,8,1,0,0,8,8.0,65.0,1.0,2,966,0,51.06,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
2,207.8,25.975,4.709185552877331,20.4,30.6,134,16.75,1,24,82,11.714285714285714,7,1,0,0,8,4.0,49.0,3.0,2,820,0,69.26666666666667,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
1,120.0,24.0,11.48063587089147,15.0,39.6,68,13.6,2,24,0,0.0,5,1,0,0,5,5.0,42.0,2.0,1,584,0,60.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0
1,380.39,9.50975,7.265441729560634,1.25,29.85,83,2.075,1,6,0,0.0,33,1,0,0,40,40.0,20.0,0.0,2,744,0,190.195,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
2,530.18,17.10258064516129,5.810557040274157,10.5,29.9,330,10.64516129032258,1,25,39,1.3,31,1,0,0,31,15.5,41.0,2.0,2,883,0,176.72666666666666,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
4,605.84,15.943157894736842,8.784135917222212,-25.5,33.9,314,8.263157894736842,-6,48,223,5.972972972972973,36,1,0,1,38,9.5,49.0,1.0,1,775,0,121.168,0.0256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,2
5,590.3399999999999,19.678,10.880498657436744,-12.75,39.6,342,11.4,-3,36,186,6.379310344827586,26,1,0,2,30,6.0,28.0,1.0,1,1101,0,98.39,0.064516129032258,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,2
1,114.11,19.01833333333333,12.203352681401396,1.56,35.400000000000006,73,12.166666666666666,2,25,0,0.0,6,1,0,0,6,6.0,61.0,2.0,1,501,0,57.055,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
3,1625.97,15.940882352941175,4.7482044762624085,7.9,35.400000000000006,569,5.578431372549019,1,25,228,2.247524752475248,92,1,0,0,102,34.0,25.0,2.0,2,631,0,406.4925,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2
4,769.61,17.897906976744185,9.496306439407938,-11.9,50.0,445,10.348837209302326,-2,40,60,1.4047619047619049,34,1,0,2,43,10.75,40.0,0.0,1,537,0,153.922,0.0454545454545454,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
6,1423.29,10.621567164179105,10.56348404977691,-5.95,62.400000000000006,1037,7.738805970149253,-1,48,355,2.661654135338346,90,1,0,1,134,22.33333333333333,19.0,1.0,2,881,0,203.3271428571429,0.0074074074074074,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2
9,1427.4600000000005,34.816097560975614,23.113022831084727,-17.700000000000003,102.0,534,13.024390243902438,-6,40,328,8.125,14,1,0,4,41,4.555555555555555,49.0,0.0,3,830,0,142.74600000000004,0.0952380952380952,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,2
3,531.3499999999999,4.319918699186991,4.885485276487754,0.24,29.75,249,2.024390243902439,1,12,76,0.6229508196721312,108,1,0,0,123,41.0,54.0,1.0,3,547,0,132.83749999999998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
1,103.3,17.216666666666665,7.417119836342586,9.9,30.0,74,12.333333333333334,6,24,0,0.0,6,1,0,0,6,6.0,55.0,3.0,2,424,0,51.65,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
7,1155.54,25.12043478260869,12.167381706207012,-3.25,54.08,560,12.173913043478262,-1,36,147,3.2222222222222223,26,1,0,1,46,6.571428571428571,25.0,1.0,2,1066,0,144.4425,0.0212765957446808,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
2,623.1600000000001,18.32823529411765,5.974221121080559,9.96,38.25,142,4.176470588235294,2,12,48,1.4545454545454546,32,1,0,0,34,17.0,49.0,1.0,2,624,0,207.72000000000003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
1,171.8,9.042105263157897,10.958422219638177,0.85,51.0,40,2.1052631578947367,1,8,0,0.0,18,1,0,0,19,19.0,49.0,3.0,2,805,0,85.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
4,258.4,32.3,10.955363982999378,25.0,49.5,176,22.0,16,30,117,16.571428571428573,5,1,0,0,8,2.0,49.0,1.0,1,611,0,51.67999999999999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
12,2239.95,14.932999999999998,8.911419621161913,-17.85,39.6,1193,7.953333333333333,-3,48,274,1.7919463087248322,122,1,0,11,150,12.5,49.0,4.0,3,740,0,172.30384615384614,0.0728476821192053,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,2
1,1304.0400000000002,56.69739130434783,48.64117608638995,10.08,238.8,756,32.869565217391305,12,72,0,0.0,23,1,0,0,23,23.0,24.0,1.0,2,741,0,652.0200000000001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
2,519.61,15.28264705882353,6.172507623041565,6.84,30.0,523,15.382352941176473,3,36,81,2.4545454545454546,31,1,0,0,34,17.0,49.0,6.0,1,590,0,173.20333333333335,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,101.4,12.675,10.152576027787234,3.4799999999999995,33.2,84,10.5,4,24,0,0.0,8,1,0,0,8,8.0,62.0,2.0,2,620,0,50.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
2,376.63999999999993,12.98758620689655,5.257246465031734,5.04,30.0,428,14.758620689655173,4,36,153,5.464285714285714,28,1,0,0,29,14.5,80.0,5.0,1,431,0,125.54666666666664,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
14,5893.32,13.485858123569791,12.763656582858458,-20.4,75.60000000000001,2341,5.356979405034325,-8,48,327,0.7385321100917431,215,1,0,14,437,31.214285714285715,49.0,2.0,1,748,0,392.888,0.0319634703196347,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,2
5,1041.68,17.361333333333334,6.774949738175351,5.04,52.2,609,10.15,1,72,219,3.6779661016949152,56,1,0,0,60,12.0,49.0,3.0,3,674,0,173.61333333333334,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,2
2,1998.0,399.6,244.37021095051665,204.0,816.0,840,168.0,80,320,26,6.5,4,1,0,0,5,2.5,49.0,3.0,2,644,0,666.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0
4,780.5799999999999,5.458601398601398,5.600912476137272,-7.5,50.0,309,2.160839160839161,-1,18,52,0.3591549295774648,128,1,0,1,143,35.75,74.0,1.0,2,481,0,156.116,0.0069444444444444,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
20,8221.09,22.710193370165747,25.9787148909704,-43.8,175.2,4903,13.544198895027623,-21,100,361,0.9806094182825484,177,1,0,18,362,18.1,51.0,3.0,3,1023,0,391.4804761904762,0.0495867768595041,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2
2,363.34,21.37294117647059,11.519910896305731,5.04,45.0,228,13.411764705882351,4,36,13,0.8125,16,1,0,0,17,8.5,51.0,3.0,1,508,0,121.11333333333332,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
4,1367.61,23.993157894736843,24.54749566495639,-12.5,149.4,840,14.736842105263158,-1,288,180,3.2142857142857144,49,1,0,3,57,14.25,32.0,2.0,2,782,0,273.522,0.0517241379310344,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,2
1,339.6,11.32,15.0186240703174,1.25,73.94999999999999,125,4.166666666666667,1,29,0,0.0,29,1,0,0,30,30.0,19.0,1.0,3,877,0,169.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
7,2552.86,11.873767441860466,17.0473906584973,0.58,195.0,1229,5.716279069767442,1,32,273,1.266355140186916,166,1,0,0,215,30.714285714285715,39.0,3.0,1,743,0,319.1075,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,2
5,2919.81,46.34619047619047,55.30811392461885,9.36,360.0,1749,27.761904761904763,1,128,66,1.064516129032258,55,1,0,0,63,12.6,68.0,1.0,3,639,0,486.635,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
4,632.97,23.44333333333333,23.474914434185006,3.04,114.84,983,36.407407407407405,5,396,219,8.423076923076923,26,1,0,0,27,6.75,41.0,4.0,3,525,0,126.594,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,2
2,7.105427357601002e-15,3.552713678800501e-16,14.737283903152074,-24.96,24.96,0,0.0,-12,12,4,0.2105263157894736,10,1,0,10,20,10.0,66.0,2.0,1,445,0,2.3684757858670005e-15,0.4761904761904761,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1,79.2,79.2,0.0,79.2,79.2,144,144.0,144,144,0,,1,1,0,0,1,1.0,69.0,2.0,2,673,0,39.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0
8,2053.7,17.40423728813559,7.788073108711288,-7.5,46.8,1077,9.127118644067796,-2,48,248,2.102564102564102,82,1,0,2,118,14.75,40.0,2.0,1,1005,0,228.18888888888887,0.0168067226890756,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,2
4,712.8000000000001,178.20000000000002,68.58921197972755,118.8,237.6,144,36.0,24,48,89,29.33333333333333,1,1,0,0,4,1.0,46.0,2.0,1,541,0,142.56,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2
7,1407.73,13.80127450980392,5.960789978805077,-7.95,39.6,1144,11.215686274509803,-36,36,251,2.4653465346534653,90,1,0,2,102,14.571428571428571,67.0,0.0,1,657,0,175.96625,0.0194174757281553,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,2
1,111.35,11.135,11.557129834002904,1.65,39.9,30,3.0,1,12,0,0.0,10,1,0,0,10,10.0,47.0,0.0,3,489,0,55.675,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0
8,1583.1999999999998,10.28051948051948,9.07664119675614,-10.0,55.6,793,5.14935064935065,-8,40,277,1.7777777777777777,125,1,0,1,154,19.25,20.0,0.0,3,584,0,175.9111111111111,0.0064516129032258,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,2
1,443.6,27.725,15.240436126743006,9.96,57.8,166,10.375,2,24,0,0.0,16,1,0,0,16,16.0,71.0,2.0,1,487,0,221.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
5,1677.48,14.9775,6.851583298310961,-9.9,39.6,971,8.669642857142858,-2,24,87,0.7747747747747747,107,1,0,4,112,22.4,40.0,2.0,1,675,0,279.58,0.0353982300884955,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
1,220.1,7.860714285714286,5.671768245129118,1.3,24.95,55,1.9642857142857144,1,12,0,0.0,28,1,0,0,28,28.0,23.0,0.0,2,677,0,110.05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
4,1582.6,24.728125,18.045403220237347,10.2,141.60000000000002,816,12.75,3,48,260,4.111111111111111,47,1,0,0,64,16.0,49.0,3.0,1,723,0,316.52,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,2
10,1483.31,6.258691983122363,5.931055546191734,-16.95,33.9,618,2.607594936708861,-1,20,363,1.521186440677966,156,1,0,2,237,23.7,49.0,1.0,2,617,0,134.84636363636363,0.0084033613445378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,2
2,285.89,16.81705882352941,4.374448200496096,10.08,25.200000000000003,175,10.294117647058824,2,24,74,4.625,15,1,0,0,17,8.5,49.0,2.0,2,642,0,95.29666666666668,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
9,1272.11,15.513536585365852,10.958429121896652,-33.9,59.8,669,8.158536585365853,-2,25,331,4.049382716049383,68,1,0,2,82,9.11111111111111,49.0,2.0,1,815,0,127.21099999999998,0.0240963855421686,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2
4,565.58,7.5410666666666675,11.074505732773144,-20.75,59.0,240,3.2,-5,24,58,0.7702702702702703,63,1,0,1,75,18.75,46.0,0.0,3,456,0,113.116,0.0131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
2,586.7900000000001,16.299722222222226,12.17523023803683,-25.5,54.0,456,12.666666666666666,-6,25,28,0.8,35,1,0,1,36,18.0,49.0,4.0,1,537,0,195.5966666666667,0.027027027027027,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
11,3541.920000000001,32.199272727272735,26.24020116661431,-16.95,152.64,2012,18.29090909090909,-1,144,366,3.302752293577982,72,1,0,1,110,10.0,78.0,2.0,1,1035,0,295.1600000000001,0.009009009009009,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,2
2,287.59000000000003,11.5036,9.749326421177344,2.25,30.6,239,9.56,1,72,351,14.625,25,1,0,0,25,12.5,24.0,2.0,1,913,0,95.86333333333334,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,2
2,250.15,20.84583333333333,9.22687424501566,14.85,39.8,97,8.083333333333334,2,24,350,31.818181818181817,12,1,0,0,12,6.0,49.0,2.0,1,1046,0,83.38333333333334,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,2
4,1194.7300000000002,17.83179104477612,9.588394014320542,6.959999999999999,68.0,756,11.28358208955224,1,36,244,3.6818181818181817,54,1,0,0,67,16.75,54.0,2.0,3,701,0,238.94600000000003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,2
7,2291.08,16.723211678832115,11.89772821458357,-31.32,60.0,3376,24.64233576642336,-36,150,354,2.588235294117647,111,1,0,1,137,19.571428571428573,61.0,1.0,2,1108,0,286.385,0.0072463768115942,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,2
4,1701.94,4.420623376623377,4.393605631337768,0.55,30.0,1393,3.618181818181818,1,48,167,0.4322916666666667,221,1,0,0,385,96.25,28.0,2.0,2,621,0,340.38800000000003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2
3,1037.42,27.30052631578948,32.624357501998524,-105.0,122.4,836,22.0,-250,250,113,3.054054054054054,29,1,0,1,38,12.666666666666666,49.0,1.0,1,713,0,259.355,0.0256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0
2,1212.8400000000004,40.42800000000001,49.83311531571116,15.0,254.4,1140,38.0,2,288,203,7.0,30,1,0,0,30,15.0,20.0,3.0,2,736,0,404.28000000000014,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,2
2,245.94,15.37125,5.219169633827461,7.439999999999999,25.200000000000003,194,12.125,2,24,199,13.266666666666667,16,1,0,0,16,8.0,64.0,1.0,2,846,0,81.98,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2
1,307.72,14.653333333333332,7.947898674073125,1.92,31.9,336,16.0,2,108,0,0.0,21,1,0,0,21,21.0,64.0,3.0,3,644,0,153.86,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
2,574.4200000000001,9.735932203389831,10.079444107318904,0.55,56.0,300,5.084745762711864,1,25,6,0.1034482758620689,54,1,0,0,59,29.5,73.0,2.0,2,910,0,191.47333333333336,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
27,8574.11,31.99294776119403,25.38744606828186,-20.0,162.72,6613,24.67537313432836,-16,192,369,1.3408239700374531,88,1,0,16,268,9.925925925925926,31.0,2.0,3,847,0,306.2182142857143,0.0594795539033457,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,2
3,485.24,23.106666666666666,24.17865946104815,-1.45,90.0,432,20.571428571428573,-1,200,48,2.35,17,1,0,1,21,7.0,66.0,4.0,2,698,0,121.31,0.0454545454545454,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
3,962.19,32.073,34.4548117004047,13.2,145.0,641,21.366666666666667,1,100,196,6.758620689655173,22,1,0,0,30,10.0,18.0,2.0,3,756,0,240.5475,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,2
26,3876.4,8.83006833712984,10.890536243715674,-54.45,107.28,2683,6.111617312072893,-22,72,367,0.8127853881278538,230,1,0,19,439,16.884615384615383,49.0,0.0,2,949,0,143.57037037037037,0.0431818181818181,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2
14,4819.329999999999,44.62342592592592,71.18445189054334,-20.8,297.0,1643,15.212962962962964,-10,100,318,2.925233644859813,67,1,0,8,108,7.714285714285714,49.0,2.0,2,761,0,321.2886666666666,0.073394495412844,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,2
2,621.7500000000001,20.056451612903228,8.765195015281405,4.2,46.48,491,15.838709677419354,3,56,41,1.3666666666666667,27,1,0,0,31,15.5,49.0,4.0,1,513,0,207.25000000000003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
5,1056.54,20.318076923076923,25.280643377149133,-12.5,135.2,689,13.25,-2,80,154,3.0,49,1,0,2,52,10.4,49.0,1.0,3,690,0,176.09,0.0377358490566037,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
2,294.29,18.393125,11.366008222620057,-4.16,31.6,136,8.5,-2,25,5,0.3333333333333333,14,1,0,2,16,8.0,55.0,2.0,1,808,0,98.09666666666668,0.1176470588235294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
3,12393.7,1377.0777777777776,501.02960435930777,855.5999999999999,2046.0,5110,567.7777777777778,150,620,0,0.0,9,1,0,0,9,3.0,76.0,3.0,2,603,0,3098.425,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
7,1304.76,5.391570247933884,6.13156312890591,0.39,49.75,805,3.3264462809917354,1,48,161,0.6597510373443983,198,1,0,0,242,34.57142857142857,71.0,1.0,2,755,0,163.095,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,2
3,681.0799999999999,24.32428571428571,28.48244221069735,-8.5,160.0,209,7.464285714285714,-1,24,7,0.2592592592592592,26,1,0,2,28,9.333333333333334,59.0,4.0,1,771,0,170.26999999999998,0.0689655172413793,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
2,847.4100000000001,12.839545454545457,9.85428113630247,1.45,59.400000000000006,244,3.696969696969697,1,18,119,1.8307692307692307,62,1,0,0,66,33.0,49.0,4.0,2,848,0,282.47,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
1,167.61999999999998,3.643913043478261,2.974704824393596,0.19,15.12,146,3.1739130434782608,1,36,0,0.0,44,1,0,0,46,46.0,26.0,2.0,2,404,0,83.80999999999999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
12,3873.3,16.27436974789916,9.44108613492184,-9.95,89.69999999999999,2748,11.546218487394958,-1,36,273,1.1434599156118144,145,1,0,1,238,19.83333333333333,53.0,2.0,1,646,0,297.94615384615383,0.00418410041841,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2
1,305.61999999999995,16.978888888888886,9.269285072303797,6.64,49.5,186,10.333333333333334,6,12,0,0.0,18,1,0,0,18,18.0,67.0,1.0,3,463,0,152.80999999999997,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
